Household_ID,Total_HH_Income,HH_Weight,Survey_Year
468,13106,,2022
468,13106,,2022
470,157936,,2022
470,157936,,2022
470,157936,,2022
470,157936,,2022
471,51200,,2022
471,51200,,2022
471,51200,,2022
472,117530,,2022
472,117530,,2022
472,117530,,2022
473,70189,,2022
473,70189,,2022
474,59330,,2022
474,59330,,2022
475,62044,,2022
475,62044,,2022
476,30000,,2022
478,70414,,2022
478,70414,,2022
478,70414,,2022
479,8100,,2022
479,8100,,2022
480,55536,,2022
480,55536,,2022
482,150985,,2022
482,150985,,2022
484,77526,,2022
484,77526,,2022
484,77526,,2022
484,77526,,2022
489,56763,,2022
489,56763,,2022
489,56763,,2022
489,56763,,2022
500,76400,,2022
500,76400,,2022
500,76400,,2022
500,76400,,2022
501,91552,,2022
501,91552,,2022
501,91552,,2022
502,65102,,2022
502,65102,,2022
502,65102,,2022
502,65102,,2022
503,208298,,2022
503,208298,,2022
503,208298,,2022
503,208298,,2022
504,121097,,2022
504,121097,,2022
504,121097,,2022
504,121097,,2022
504,121097,,2022
513,44882,,2022
516,9282,,2022
525,7182,,2022
527,43574,,2022
527,43574,,2022
529,151121,,2022
529,151121,,2022
531,86501,,2022
531,86501,,2022
531,86501,,2022
534,185503,,2022
534,185503,,2022
534,185503,,2022
534,185503,,2022
535,152521,,2022
535,152521,,2022
535,152521,,2022
536,74010,,2022
537,264412,,2022
537,264412,,2022
539,99699,,2022
539,99699,,2022
539,99699,,2022
540,129745,,2022
540,129745,,2022
540,129745,,2022
542,31561,,2022
542,31561,,2022
543,70000,,2022
544,132000,,2022
544,132000,,2022
544,132000,,2022
544,132000,,2022
545,91030,,2022
545,91030,,2022
545,91030,,2022
545,91030,,2022
547,250091,,2022
547,250091,,2022
548,94222,,2022
548,94222,,2022
548,94222,,2022
549,52002,,2022
549,52002,,2022
549,52002,,2022
550,21809,,2022
551,91642,,2022
553,49426,,2022
553,49426,,2022
554,141424,,2022
554,141424,,2022
555,74707,,2022
555,74707,,2022
556,51081,,2022
556,51081,,2022
557,24088,,2022
557,24088,,2022
558,26264,,2022
559,248654,,2022
559,248654,,2022
560,76060,,2022
560,76060,,2022
560,76060,,2022
561,123101,,2022
561,123101,,2022
561,123101,,2022
563,85328,,2022
563,85328,,2022
563,85328,,2022
567,245334,,2022
568,92102,,2022
568,92102,,2022
569,77815,,2022
569,77815,,2022
569,77815,,2022
569,77815,,2022
569,77815,,2022
570,177013,,2022
570,177013,,2022
571,97255,,2022
571,97255,,2022
571,97255,,2022
571,97255,,2022
571,97255,,2022
571,97255,,2022
572,65712,,2022
574,41756,,2022
574,41756,,2022
575,70613,,2022
575,70613,,2022
576,66211,,2022
576,66211,,2022
576,66211,,2022
577,78109,,2022
577,78109,,2022
578,9200,,2022
578,9200,,2022
579,110010,,2022
579,110010,,2022
579,110010,,2022
579,110010,,2022
580,285007,,2022
580,285007,,2022
581,73984,,2022
582,112226,,2022
582,112226,,2022
583,237121,,2022
583,237121,,2022
583,237121,,2022
583,237121,,2022
584,207029,,2022
584,207029,,2022
584,207029,,2022
584,207029,,2022
585,315402,,2022
585,315402,,2022
585,315402,,2022
586,47035,,2022
586,47035,,2022
588,65032,,2022
589,66131,,2022
589,66131,,2022
589,66131,,2022
589,66131,,2022
590,16549,,2022
591,191108,,2022
591,191108,,2022
592,121334,,2022
592,121334,,2022
593,123012,,2022
593,123012,,2022
594,47894,,2022
594,47894,,2022
594,47894,,2022
594,47894,,2022
594,47894,,2022
595,260875,,2022
595,260875,,2022
595,260875,,2022
596,146501,,2022
596,146501,,2022
596,146501,,2022
596,146501,,2022
596,146501,,2022
599,86703,,2022
599,86703,,2022
599,86703,,2022
600,44390,,2022
600,44390,,2022
601,99205,,2022
601,99205,,2022
601,99205,,2022
601,99205,,2022
602,14000,,2022
603,59011,,2022
604,71793,,2022
605,95309,,2022
605,95309,,2022
607,184086,,2022
607,184086,,2022
607,184086,,2022
608,143533,,2022
608,143533,,2022
609,69898,,2022
609,69898,,2022
609,69898,,2022
610,70802,,2022
610,70802,,2022
610,70802,,2022
610,70802,,2022
611,110384,,2022
612,165000,,2022
612,165000,,2022
613,44183,,2022
614,40847,,2022
615,105994,,2022
615,105994,,2022
615,105994,,2022
616,171000,,2022
616,171000,,2022
619,123680,,2022
619,123680,,2022
619,123680,,2022
619,123680,,2022
621,184785,,2022
621,184785,,2022
621,184785,,2022
621,184785,,2022
625,89010,,2022
625,89010,,2022
625,89010,,2022
625,89010,,2022
625,89010,,2022
626,17000,,2022
626,17000,,2022
629,25000,,2022
629,25000,,2022
633,41000,,2022
633,41000,,2022
634,127046,,2022
634,127046,,2022
634,127046,,2022
634,127046,,2022
649,199001,,2022
649,199001,,2022
650,172124,,2022
650,172124,,2022
650,172124,,2022
650,172124,,2022
650,172124,,2022
651,262175,,2022
651,262175,,2022
651,262175,,2022
651,262175,,2022
652,238340,,2022
652,238340,,2022
652,238340,,2022
652,238340,,2022
653,125098,,2022
653,125098,,2022
653,125098,,2022
653,125098,,2022
655,113911,,2022
655,113911,,2022
658,70622,,2022
658,70622,,2022
658,70622,,2022
658,70622,,2022
658,70622,,2022
659,187002,,2022
659,187002,,2022
659,187002,,2022
659,187002,,2022
660,200215,,2022
660,200215,,2022
660,200215,,2022
660,200215,,2022
661,16080,,2022
661,16080,,2022
662,134034,,2022
662,134034,,2022
662,134034,,2022
663,33486,,2022
663,33486,,2022
664,89000,,2022
664,89000,,2022
664,89000,,2022
664,89000,,2022
664,89000,,2022
665,230914,,2022
665,230914,,2022
665,230914,,2022
665,230914,,2022
665,230914,,2022
666,75000,,2022
666,75000,,2022
666,75000,,2022
666,75000,,2022
667,81250,,2022
667,81250,,2022
668,123135,,2022
668,123135,,2022
668,123135,,2022
668,123135,,2022
669,100002,,2022
669,100002,,2022
669,100002,,2022
669,100002,,2022
670,3687,,2022
670,3687,,2022
671,273260,,2022
671,273260,,2022
671,273260,,2022
671,273260,,2022
673,183076,,2022
673,183076,,2022
674,62007,,2022
674,62007,,2022
678,42027,,2022
678,42027,,2022
680,26755,,2022
680,26755,,2022
681,94551,,2022
681,94551,,2022
685,266807,,2022
685,266807,,2022
686,259637,,2022
686,259637,,2022
686,259637,,2022
686,259637,,2022
687,84703,,2022
687,84703,,2022
692,100613,,2022
692,100613,,2022
692,100613,,2022
692,100613,,2022
692,100613,,2022
699,42500,,2022
699,42500,,2022
699,42500,,2022
705,25000,,2022
710,9132,,2022
711,170034,,2022
711,170034,,2022
712,79340,,2022
713,317152,,2022
713,317152,,2022
714,31991,,2022
714,31991,,2022
715,93963,,2022
715,93963,,2022
715,93963,,2022
716,93780,,2022
716,93780,,2022
716,93780,,2022
717,301486,,2022
717,301486,,2022
722,87137,,2022
726,36435,,2022
728,21062,,2022
729,53377,,2022
729,53377,,2022
731,126217,,2022
731,126217,,2022
732,10001,,2022
735,52302,,2022
735,52302,,2022
738,30002,,2022
738,30002,,2022
739,202360,,2022
739,202360,,2022
740,136863,,2022
740,136863,,2022
740,136863,,2022
740,136863,,2022
740,136863,,2022
740,136863,,2022
740,136863,,2022
741,72992,,2022
742,112270,,2022
742,112270,,2022
743,100015,,2022
743,100015,,2022
743,100015,,2022
744,136845,,2022
744,136845,,2022
745,141004,,2022
745,141004,,2022
745,141004,,2022
747,42659,,2022
747,42659,,2022
748,93257,,2022
748,93257,,2022
749,197003,,2022
749,197003,,2022
750,85302,,2022
750,85302,,2022
751,58000,,2022
751,58000,,2022
751,58000,,2022
751,58000,,2022
752,502502,,2022
752,502502,,2022
752,502502,,2022
752,502502,,2022
752,502502,,2022
753,60942,,2022
753,60942,,2022
754,174511,,2022
754,174511,,2022
754,174511,,2022
755,176221,,2022
755,176221,,2022
755,176221,,2022
755,176221,,2022
756,121940,,2022
756,121940,,2022
757,32118,,2022
757,32118,,2022
758,48501,,2022
760,252528,,2022
760,252528,,2022
760,252528,,2022
760,252528,,2022
762,52689,,2022
763,65028,,2022
763,65028,,2022
764,14982,,2022
764,14982,,2022
764,14982,,2022
764,14982,,2022
764,14982,,2022
765,91000,,2022
765,91000,,2022
765,91000,,2022
766,52610,,2022
767,74600,,2022
767,74600,,2022
769,304487,,2022
774,172788,,2022
774,172788,,2022
774,172788,,2022
774,172788,,2022
775,53200,,2022
776,24001,,2022
777,43509,,2022
777,43509,,2022
777,43509,,2022
778,96000,,2022
778,96000,,2022
778,96000,,2022
779,148603,,2022
779,148603,,2022
780,50303,,2022
780,50303,,2022
781,19712,,2022
781,19712,,2022
781,19712,,2022
781,19712,,2022
782,91709,,2022
782,91709,,2022
782,91709,,2022
793,122851,,2022
793,122851,,2022
793,122851,,2022
793,122851,,2022
793,122851,,2022
794,89097,,2022
794,89097,,2022
795,55000,,2022
795,55000,,2022
808,24000,,2022
822,88400,,2022
822,88400,,2022
822,88400,,2022
822,88400,,2022
823,248009,,2022
823,248009,,2022
823,248009,,2022
823,248009,,2022
824,128000,,2022
824,128000,,2022
824,128000,,2022
824,128000,,2022
824,128000,,2022
825,265782,,2022
825,265782,,2022
825,265782,,2022
825,265782,,2022
825,265782,,2022
825,265782,,2022
825,265782,,2022
828,35000,,2022
828,35000,,2022
828,35000,,2022
828,35000,,2022
829,115540,,2022
829,115540,,2022
829,115540,,2022
829,115540,,2022
830,174512,,2022
830,174512,,2022
830,174512,,2022
830,174512,,2022
832,227194,,2022
832,227194,,2022
832,227194,,2022
833,497000,,2022
833,497000,,2022
833,497000,,2022
833,497000,,2022
834,60310,,2022
834,60310,,2022
834,60310,,2022
834,60310,,2022
834,60310,,2022
835,66336,,2022
835,66336,,2022
835,66336,,2022
836,74927,,2022
836,74927,,2022
837,1711,,2022
838,60002,,2022
838,60002,,2022
838,60002,,2022
839,8000,,2022
839,8000,,2022
839,8000,,2022
840,125020,,2022
840,125020,,2022
840,125020,,2022
840,125020,,2022
840,125020,,2022
840,125020,,2022
841,23000,,2022
841,23000,,2022
841,23000,,2022
841,23000,,2022
842,157927,,2022
842,157927,,2022
845,43560,,2022
845,43560,,2022
846,315852,,2022
846,315852,,2022
855,87848,,2022
855,87848,,2022
858,43065,,2022
859,18597,,2022
860,156525,,2022
860,156525,,2022
860,156525,,2022
860,156525,,2022
860,156525,,2022
863,32886,,2022
870,88335,,2022
870,88335,,2022
870,88335,,2022
871,340420,,2022
871,340420,,2022
871,340420,,2022
872,204555,,2022
872,204555,,2022
874,230064,,2022
874,230064,,2022
875,14688,,2022
875,14688,,2022
878,39031,,2022
880,350800,,2022
880,350800,,2022
881,56143,,2022
881,56143,,2022
882,139677,,2022
882,139677,,2022
887,116620,,2022
887,116620,,2022
887,116620,,2022
887,116620,,2022
888,59454,,2022
888,59454,,2022
889,675000,,2022
890,109334,,2022
890,109334,,2022
891,117003,,2022
891,117003,,2022
891,117003,,2022
892,121637,,2022
892,121637,,2022
893,57592,,2022
893,57592,,2022
893,57592,,2022
893,57592,,2022
894,24614,,2022
895,17439,,2022
899,154103,,2022
899,154103,,2022
899,154103,,2022
901,207312,,2022
901,207312,,2022
901,207312,,2022
901,207312,,2022
901,207312,,2022
902,62532,,2022
902,62532,,2022
902,62532,,2022
902,62532,,2022
902,62532,,2022
902,62532,,2022
903,132855,,2022
903,132855,,2022
903,132855,,2022
917,81781,,2022
917,81781,,2022
917,81781,,2022
917,81781,,2022
918,17041,,2022
920,76053,,2022
920,76053,,2022
921,18683,,2022
922,25000,,2022
922,25000,,2022
922,25000,,2022
922,25000,,2022
922,25000,,2022
923,18302,,2022
924,160601,,2022
924,160601,,2022
924,160601,,2022
924,160601,,2022
925,13986,,2022
926,15456,,2022
927,153483,,2022
927,153483,,2022
928,32000,,2022
928,32000,,2022
928,32000,,2022
928,32000,,2022
929,10937,,2022
930,1000,,2022
932,79022,,2022
932,79022,,2022
933,59454,,2022
933,59454,,2022
939,187050,,2022
939,187050,,2022
939,187050,,2022
939,187050,,2022
940,419006,,2022
940,419006,,2022
940,419006,,2022
940,419006,,2022
943,60001,,2022
944,25001,,2022
944,25001,,2022
945,50532,,2022
945,50532,,2022
946,47869,,2022
947,71750,,2022
947,71750,,2022
947,71750,,2022
947,71750,,2022
950,32419,,2022
954,37664,,2022
955,34010,,2022
955,34010,,2022
956,161772,,2022
956,161772,,2022
956,161772,,2022
957,28441,,2022
958,41808,,2022
958,41808,,2022
958,41808,,2022
959,29276,,2022
959,29276,,2022
960,147502,,2022
960,147502,,2022
960,147502,,2022
960,147502,,2022
963,133096,,2022
963,133096,,2022
963,133096,,2022
964,91919,,2022
964,91919,,2022
964,91919,,2022
964,91919,,2022
964,91919,,2022
969,108000,,2022
972,29120,,2022
972,29120,,2022
972,29120,,2022
972,29120,,2022
972,29120,,2022
972,29120,,2022
974,164028,,2022
974,164028,,2022
977,171530,,2022
977,171530,,2022
979,169137,,2022
980,28762,,2022
981,34582,,2022
981,34582,,2022
984,77524,,2022
984,77524,,2022
985,2194,,2022
987,51576,,2022
987,51576,,2022
989,181620,,2022
989,181620,,2022
990,81976,,2022
990,81976,,2022
990,81976,,2022
991,158020,,2022
991,158020,,2022
991,158020,,2022
991,158020,,2022
992,15000,,2022
993,60903,,2022
993,60903,,2022
993,60903,,2022
993,60903,,2022
994,141040,,2022
994,141040,,2022
995,55535,,2022
995,55535,,2022
995,55535,,2022
995,55535,,2022
997,147032,,2022
997,147032,,2022
997,147032,,2022
998,66982,,2022
998,66982,,2022
998,66982,,2022
999,16940,,2022
1000,176600,,2022
1000,176600,,2022
1001,19761,,2022
1001,19761,,2022
1002,113944,,2022
1002,113944,,2022
1002,113944,,2022
1003,312000,,2022
1003,312000,,2022
1018,158303,,2022
1018,158303,,2022
1018,158303,,2022
1018,158303,,2022
1019,148017,,2022
1019,148017,,2022
1019,148017,,2022
1019,148017,,2022
1019,148017,,2022
1021,72009,,2022
1021,72009,,2022
1021,72009,,2022
1021,72009,,2022
1022,210000,,2022
1022,210000,,2022
1022,210000,,2022
1022,210000,,2022
1022,210000,,2022
1023,204000,,2022
1023,204000,,2022
1023,204000,,2022
1023,204000,,2022
1024,273286,,2022
1024,273286,,2022
1024,273286,,2022
1024,273286,,2022
1025,481458,,2022
1025,481458,,2022
1026,107064,,2022
1026,107064,,2022
1033,17562,,2022
1034,40002,,2022
1035,165502,,2022
1035,165502,,2022
1035,165502,,2022
1035,165502,,2022
1036,59454,,2022
1036,59454,,2022
1037,570,,2022
1037,570,,2022
1038,27938,,2022
1038,27938,,2022
1039,12203,,2022
1040,31815,,2022
1042,22461,,2022
1043,18360,,2022
1044,163472,,2022
1044,163472,,2022
1045,48767,,2022
1045,48767,,2022
1046,200837,,2022
1046,200837,,2022
1046,200837,,2022
1046,200837,,2022
1048,50002,,2022
1048,50002,,2022
1049,60833,,2022
1049,60833,,2022
1050,57101,,2022
1050,57101,,2022
1050,57101,,2022
1052,24039,,2022
1053,43688,,2022
1054,197116,,2022
1054,197116,,2022
1055,195010,,2022
1055,195010,,2022
1055,195010,,2022
1055,195010,,2022
1055,195010,,2022
1057,74059,,2022
1057,74059,,2022
1066,62206,,2022
1066,62206,,2022
1068,107004,,2022
1068,107004,,2022
1069,14287,,2022
1071,51920,,2022
1071,51920,,2022
1072,39031,,2022
1073,163469,,2022
1073,163469,,2022
1073,163469,,2022
1073,163469,,2022
1073,163469,,2022
1073,163469,,2022
1074,219301,,2022
1074,219301,,2022
1074,219301,,2022
1075,6000,,2022
1075,6000,,2022
1076,24733,,2022
1077,85095,,2022
1077,85095,,2022
1078,208462,,2022
1078,208462,,2022
1079,122864,,2022
1079,122864,,2022
1080,96010,,2022
1080,96010,,2022
1080,96010,,2022
1082,100005,,2022
1082,100005,,2022
1083,43021,,2022
1083,43021,,2022
1086,602500,,2022
1086,602500,,2022
1086,602500,,2022
1086,602500,,2022
1087,83935,,2022
1087,83935,,2022
1088,81415,,2022
1088,81415,,2022
1088,81415,,2022
1089,60059,,2022
1089,60059,,2022
1090,67764,,2022
1090,67764,,2022
1091,51596,,2022
1093,22800,,2022
1093,22800,,2022
1093,22800,,2022
1094,54132,,2022
1094,54132,,2022
1099,128582,,2022
1099,128582,,2022
1099,128582,,2022
1099,128582,,2022
1100,19000,,2022
1102,11280,,2022
1102,11280,,2022
1103,148170,,2022
1103,148170,,2022
1104,45693,,2022
1104,45693,,2022
1105,83781,,2022
1105,83781,,2022
1106,60001,,2022
1107,180002,,2022
1107,180002,,2022
1107,180002,,2022
1107,180002,,2022
1108,18761,,2022
1108,18761,,2022
1112,80021,,2022
1114,28337,,2022
1115,140410,,2022
1115,140410,,2022
1116,153000,,2022
1116,153000,,2022
1116,153000,,2022
1116,153000,,2022
1116,153000,,2022
1117,178615,,2022
1117,178615,,2022
1117,178615,,2022
1118,111540,,2022
1118,111540,,2022
1119,16800,,2022
1121,209000,,2022
1121,209000,,2022
1121,209000,,2022
1121,209000,,2022
1125,8000,,2022
1125,8000,,2022
1127,127115,,2022
1128,31118,,2022
1129,141592,,2022
1129,141592,,2022
1130,104840,,2022
1130,104840,,2022
1131,335525,,2022
1131,335525,,2022
1131,335525,,2022
1131,335525,,2022
1131,335525,,2022
1132,130414,,2022
1132,130414,,2022
1132,130414,,2022
1132,130414,,2022
1132,130414,,2022
1132,130414,,2022
1133,38010,,2022
1133,38010,,2022
1133,38010,,2022
1134,76130,,2022
1134,76130,,2022
1134,76130,,2022
1135,218741,,2022
1135,218741,,2022
1135,218741,,2022
1135,218741,,2022
1135,218741,,2022
1136,36241,,2022
1136,36241,,2022
1137,136670,,2022
1137,136670,,2022
1142,48269,,2022
1142,48269,,2022
1142,48269,,2022
1143,148055,,2022
1143,148055,,2022
1144,24000,,2022
1148,20830,,2022
1149,121627,,2022
1149,121627,,2022
1149,121627,,2022
1150,150236,,2022
1150,150236,,2022
1151,210402,,2022
1151,210402,,2022
1151,210402,,2022
1153,125276,,2022
1153,125276,,2022
1154,33003,,2022
1155,112003,,2022
1155,112003,,2022
1155,112003,,2022
1155,112003,,2022
1167,288245,,2022
1167,288245,,2022
1167,288245,,2022
1167,288245,,2022
1168,204266,,2022
1168,204266,,2022
1168,204266,,2022
1168,204266,,2022
1169,135372,,2022
1169,135372,,2022
1169,135372,,2022
1169,135372,,2022
1169,135372,,2022
1169,135372,,2022
1170,30128,,2022
1170,30128,,2022
1172,67832,,2022
1172,67832,,2022
1172,67832,,2022
1172,67832,,2022
1173,62764,,2022
1173,62764,,2022
1174,151000,,2022
1174,151000,,2022
1174,151000,,2022
1174,151000,,2022
1175,42601,,2022
1175,42601,,2022
1175,42601,,2022
1175,42601,,2022
1176,123525,,2022
1176,123525,,2022
1176,123525,,2022
1176,123525,,2022
1176,123525,,2022
1177,171869,,2022
1177,171869,,2022
1177,171869,,2022
1177,171869,,2022
1177,171869,,2022
1177,171869,,2022
1177,171869,,2022
1177,171869,,2022
1177,171869,,2022
1178,88633,,2022
1178,88633,,2022
1178,88633,,2022
1178,88633,,2022
1179,49615,,2022
1179,49615,,2022
1179,49615,,2022
1179,49615,,2022
1181,86402,,2022
1181,86402,,2022
1181,86402,,2022
1181,86402,,2022
1181,86402,,2022
1181,86402,,2022
1181,86402,,2022
1182,29502,,2022
1183,171230,,2022
1183,171230,,2022
1183,171230,,2022
1187,254522,,2022
1187,254522,,2022
1189,112023,,2022
1189,112023,,2022
1189,112023,,2022
1192,15829,,2022
1193,360504,,2022
1193,360504,,2022
1194,61417,,2022
1194,61417,,2022
1195,59163,,2022
1195,59163,,2022
1196,138932,,2022
1196,138932,,2022
1197,64064,,2022
1197,64064,,2022
1198,40600,,2022
1198,40600,,2022
1199,180000,,2022
1199,180000,,2022
1199,180000,,2022
1202,26374,,2022
1202,26374,,2022
1203,108157,,2022
1203,108157,,2022
1204,93015,,2022
1204,93015,,2022
1206,115600,,2022
1206,115600,,2022
1206,115600,,2022
