Household_ID,Total_HH_Income,HH_Weight,Survey_Year
38270,78006,,2022
78397,169000,,2022
88703,156082,,2022
5342,214023,,2022
36889,24500,,2022
83053,10001,,2022
54739,69950,,2022
85166,61200,,2022
73318,84448,,2022
57577,145421,,2022
62587,70032,,2022
62499,45000,,2022
4991,225170,,2022
84237,38712,,2022
66418,53000,,2022
20668,257742,,2022
74609,98800,,2022
28566,273396,,2022
7860,13776,,2022
31149,70000,,2022
80297,30000,,2022
41537,61133,,2022
32851,60000,,2022
59370,26682,,2022
49506,188610,,2022
24427,40078,,2022
84467,209933,,2022
19830,150000,,2022
30689,82002,,2022
15068,1494,,2022
18334,34620,,2022
55894,27928,,2022
34901,129119,,2022
77709,414956,,2022
74759,41482,,2022
37232,155691,,2022
74721,84251,,2022
35878,113000,,2022
87078,24634,,2022
23423,173781,,2022
27822,28104,,2022
39556,187773,,2022
16738,117950,,2022
76572,200050,,2022
67395,82064,,2022
24523,77220,,2022
62577,69000,,2022
16197,150801,,2022
73825,102000,,2022
73256,84003,,2022
57681,221370,,2022
3628,134002,,2022
35790,502098,,2022
76012,35200,,2022
29954,37416,,2022
20617,115426,,2022
65686,193007,,2022
54283,63022,,2022
21887,66030,,2022
13293,17400,,2022
2359,45379,,2022
62438,156847,,2022
52309,50202,,2022
64615,36100,,2022
585,315402,,2022
88416,145346,,2022
88615,55007,,2022
82066,103401,,2022
85622,90322,,2022
68958,111503,,2022
21173,55600,,2022
74732,165251,,2022
46973,170120,,2022
54526,67955,,2022
47258,42241,,2022
54876,19350,,2022
15111,60290,,2022
46598,58100,,2022
752,502502,,2022
55628,79300,,2022
41818,88244,,2022
85945,211850,,2022
26245,26847,,2022
14329,188420,,2022
53367,128004,,2022
49512,4934,,2022
39070,480,,2022
43116,137300,,2022
62996,42600,,2022
56206,37820,,2022
35793,206064,,2022
18310,133563,,2022
18702,139702,,2022
20655,136260,,2022
74646,195991,,2022
5344,72220,,2022
41324,91158,,2022
2882,35002,,2022
87660,107190,,2022
34184,145750,,2022
29207,195854,,2022
25557,99950,,2022
6230,109500,,2022
14065,40220,,2022
38700,41110,,2022
470,157936,,2022
11065,114600,,2022
60158,31182,,2022
57586,104000,,2022
50316,58000,,2022
23348,158147,,2022
1576,110100,,2022
18339,171513,,2022
70720,25000,,2022
22746,177061,,2022
1479,173203,,2022
88022,15524,,2022
13950,161249,,2022
68714,33081,,2022
25760,135504,,2022
70339,44000,,2022
5422,45034,,2022
57116,75522,,2022
41307,32132,,2022
63420,15600,,2022
9701,149670,,2022
16797,159800,,2022
83835,42000,,2022
26185,162080,,2022
22185,66256,,2022
7141,171717,,2022
18716,61115,,2022
28102,56953,,2022
571,97255,,2022
16459,86686,,2022
12038,52200,,2022
14190,235922,,2022
36176,72273,,2022
3638,105000,,2022
70767,17000,,2022
2525,17383,,2022
78177,168104,,2022
25181,76022,,2022
74017,125820,,2022
79693,185860,,2022
79534,110370,,2022
69318,194759,,2022
75448,103400,,2022
3813,105695,,2022
8153,194551,,2022
6024,122820,,2022
9056,45705,,2022
12630,85002,,2022
25343,120545,,2022
14752,85020,,2022
80661,280000,,2022
86776,19032,,2022
59648,167903,,2022
52270,84000,,2022
27555,60000,,2022
7257,59527,,2022
49631,87000,,2022
65342,139002,,2022
88531,50000,,2022
82036,30723,,2022
42348,86640,,2022
51761,161678,,2022
5738,57416,,2022
74500,601,,2022
16309,87910,,2022
4037,139061,,2022
29053,95000,,2022
39449,76320,,2022
35475,25000,,2022
24130,32282,,2022
25180,205694,,2022
55436,91150,,2022
45773,164289,,2022
58486,28390,,2022
30380,457021,,2022
49419,43180,,2022
57160,31740,,2022
81929,60348,,2022
50685,45002,,2022
67151,30108,,2022
27056,96000,,2022
68209,133612,,2022
78305,196792,,2022
2847,141056,,2022
88936,97428,,2022
41598,18000,,2022
73221,623703,,2022
50784,416473,,2022
23641,102769,,2022
79018,388418,,2022
88778,89100,,2022
88779,140081,,2022
31111,27702,,2022
40800,34000,,2022
35021,11460,,2022
65776,65421,,2022
88976,255293,,2022
5032,37302,,2022
14778,178230,,2022
4023,80038,,2022
4321,195756,,2022
86042,230053,,2022
6494,40002,,2022
9417,119081,,2022
42084,27700,,2022
24474,249571,,2022
2128,203200,,2022
43005,158100,,2022
752,502502,,2022
9156,26480,,2022
79193,50504,,2022
46425,40321,,2022
3003,75001,,2022
57546,168500,,2022
61871,100382,,2022
47366,75280,,2022
49950,60000,,2022
53680,59722,,2022
13832,34098,,2022
87888,171369,,2022
26126,110701,,2022
71866,156627,,2022
5102,138008,,2022
87082,127372,,2022
57038,105724,,2022
11116,81112,,2022
87750,212542,,2022
15879,133173,,2022
21461,22963,,2022
84458,54002,,2022
584,207029,,2022
34877,3200,,2022
73162,143006,,2022
8311,36500,,2022
82222,24,,2022
65669,80000,,2022
78134,1338801,,2022
46859,108099,,2022
25738,213992,,2022
24260,9118,,2022
32070,30000,,2022
53473,86305,,2022
36829,218800,,2022
63042,45254,,2022
28561,90986,,2022
15296,28251,,2022
64807,226280,,2022
45819,17964,,2022
80412,66000,,2022
10717,27800,,2022
64615,36100,,2022
62026,121719,,2022
10949,80046,,2022
50835,31201,,2022
41978,27000,,2022
53942,47840,,2022
24814,52050,,2022
37620,13368,,2022
66629,203163,,2022
77891,485002,,2022
10529,48000,,2022
80363,96085,,2022
39028,150000,,2022
68893,43001,,2022
25012,62125,,2022
86433,80000,,2022
28516,105120,,2022
12212,36774,,2022
63654,88000,,2022
35445,159602,,2022
79080,60520,,2022
80421,161137,,2022
52289,179060,,2022
47065,102333,,2022
1338,138002,,2022
62471,71000,,2022
84571,221058,,2022
61615,170000,,2022
6094,32002,,2022
57612,16172,,2022
70791,160548,,2022
77571,139295,,2022
22113,101207,,2022
46148,15000,,2022
71737,30002,,2022
23816,81125,,2022
7686,210004,,2022
60813,43002,,2022
53203,174383,,2022
60453,15080,,2022
5393,180230,,2022
74918,95601,,2022
87437,52001,,2022
64340,13200,,2022
71770,246766,,2022
43452,45000,,2022
63531,31000,,2022
56900,30000,,2022
88259,86112,,2022
58636,38448,,2022
83274,132001,,2022
25400,68200,,2022
83648,200670,,2022
65451,137335,,2022
15474,157703,,2022
3925,163381,,2022
54936,161000,,2022
24508,189279,,2022
83099,49000,,2022
44025,48155,,2022
3591,26475,,2022
9591,60000,,2022
20921,130464,,2022
32111,12201,,2022
30908,20184,,2022
49803,20000,,2022
27262,400600,,2022
2027,30054,,2022
78706,10200,,2022
39991,52022,,2022
30603,84013,,2022
37285,163039,,2022
88515,169295,,2022
23681,77480,,2022
16035,237710,,2022
25814,80191,,2022
13065,1106311,,2022
26043,18000,,2022
38373,80000,,2022
60041,77058,,2022
15969,29967,,2022
20605,74568,,2022
19150,61324,,2022
80933,82251,,2022
63071,120119,,2022
27934,87475,,2022
11806,150253,,2022
71032,167000,,2022
549,52002,,2022
85946,262232,,2022
26198,190000,,2022
10131,69000,,2022
59999,123823,,2022
62145,37901,,2022
50621,52555,,2022
64105,52000,,2022
26708,200002,,2022
45086,127076,,2022
3415,135514,,2022
81622,184617,,2022
53066,64727,,2022
56397,372635,,2022
29990,103209,,2022
84883,160129,,2022
55906,10000,,2022
13153,64540,,2022
78848,20000,,2022
66749,145952,,2022
87349,107782,,2022
2732,11034,,2022
50197,106631,,2022
70953,129180,,2022
30127,30224,,2022
52737,26504,,2022
16064,262001,,2022
27644,32400,,2022
13962,175540,,2022
64947,88004,,2022
77319,132001,,2022
64784,95984,,2022
68257,144000,,2022
72464,186325,,2022
69571,82820,,2022
87816,36270,,2022
84930,151628,,2022
58396,13372,,2022
68817,91000,,2022
20700,26152,,2022
42159,55015,,2022
61503,30330,,2022
25510,24438,,2022
40054,40015,,2022
11113,107003,,2022
89146,454066,,2022
62115,40000,,2022
24916,179000,,2022
1606,180030,,2022
28059,77698,,2022
60820,150000,,2022
28451,186622,,2022
61265,100037,,2022
60042,25101,,2022
9372,155131,,2022
71419,85000,,2022
17820,13875,,2022
47547,41051,,2022
72774,4000,,2022
14035,42029,,2022
87224,131170,,2022
3550,3255,,2022
66409,74050,,2022
62610,27248,,2022
88098,99893,,2022
44145,32000,,2022
23485,18840,,2022
86649,123000,,2022
76013,110000,,2022
13089,159512,,2022
46437,65350,,2022
31381,64020,,2022
12294,43688,,2022
31950,65000,,2022
25939,54770,,2022
5082,294500,,2022
30939,80810,,2022
84224,2e+05,,2022
87307,260976,,2022
60188,59386,,2022
81733,17000,,2022
25703,118074,,2022
50663,163200,,2022
46271,67880,,2022
26757,46357,,2022
25312,38005,,2022
50928,42995,,2022
46939,34002,,2022
36433,182630,,2022
19252,94926,,2022
62948,125943,,2022
59520,30000,,2022
80807,170400,,2022
82834,35200,,2022
84604,161648,,2022
62247,72660,,2022
4387,99284,,2022
54122,12000,,2022
60700,36516,,2022
16652,81601,,2022
79784,62651,,2022
7938,114557,,2022
26336,31210,,2022
38201,119410,,2022
54119,84000,,2022
51425,102000,,2022
81825,46237,,2022
34003,240001,,2022
8118,4010,,2022
83578,76303,,2022
71965,97000,,2022
60017,147443,,2022
80753,54000,,2022
27613,64944,,2022
49033,27000,,2022
41850,222057,,2022
12315,77613,,2022
30085,70000,,2022
38774,40128,,2022
53059,64820,,2022
25339,40000,,2022
40286,74650,,2022
7033,54500,,2022
70335,166111,,2022
80302,37080,,2022
14882,127373,,2022
27417,24000,,2022
15984,135957,,2022
74988,116444,,2022
83739,45000,,2022
30338,61799,,2022
46423,86000,,2022
43765,65000,,2022
76825,47050,,2022
82101,19000,,2022
69267,93888,,2022
12449,80700,,2022
49762,29782,,2022
85857,685493,,2022
49904,60000,,2022
19591,57500,,2022
26968,56561,,2022
80346,70491,,2022
58710,161785,,2022
41351,130300,,2022
76694,65311,,2022
80593,7800,,2022
80166,27780,,2022
38503,252607,,2022
8018,45260,,2022
67477,45852,,2022
64925,219530,,2022
88989,265093,,2022
58523,417234,,2022
70315,151065,,2022
43769,197355,,2022
85322,35130,,2022
79980,110031,,2022
4288,49655,,2022
88005,57451,,2022
1588,125030,,2022
51732,155869,,2022
2849,140010,,2022
16236,17832,,2022
57921,135400,,2022
81994,100350,,2022
67166,71845,,2022
84224,2e+05,,2022
21366,102900,,2022
30695,95101,,2022
22179,30000,,2022
20991,43200,,2022
74978,204231,,2022
37747,121050,,2022
71486,54004,,2022
46292,2e+05,,2022
8013,74959,,2022
62750,20500,,2022
26842,76032,,2022
31683,79200,,2022
75302,33000,,2022
50912,68582,,2022
2876,564011,,2022
49720,40000,,2022
48686,21002,,2022
22834,155855,,2022
86685,65000,,2022
37888,142000,,2022
50878,67000,,2022
24322,347365,,2022
87055,40328,,2022
47021,136600,,2022
87057,67202,,2022
75456,172003,,2022
64881,18108,,2022
20182,5005,,2022
7214,38124,,2022
54971,120000,,2022
18624,67600,,2022
70895,114077,,2022
85469,184317,,2022
61825,66134,,2022
12987,160120,,2022
15258,214033,,2022
31845,18012,,2022
55265,25585,,2022
61750,90505,,2022
47541,82899,,2022
554,141424,,2022
64129,46505,,2022
75801,51660,,2022
6549,66160,,2022
83463,130500,,2022
12215,17946,,2022
77107,81674,,2022
66234,90001,,2022
57761,75029,,2022
48722,70000,,2022
53606,9540,,2022
23221,176805,,2022
24795,123673,,2022
87805,165388,,2022
41383,38003,,2022
81681,68000,,2022
68750,22000,,2022
39090,60336,,2022
7202,236740,,2022
48801,58575,,2022
84174,55000,,2022
61699,89712,,2022
65527,322413,,2022
85531,39601,,2022
71023,49000,,2022
54799,59000,,2022
37094,190002,,2022
41610,19200,,2022
75145,171841,,2022
48964,60807,,2022
8129,95734,,2022
16981,77580,,2022
38262,168518,,2022
63488,170854,,2022
15850,82234,,2022
23222,279400,,2022
2782,210821,,2022
63246,106220,,2022
67536,135623,,2022
48143,197064,,2022
44770,8563,,2022
44421,53000,,2022
61510,68190,,2022
64121,24000,,2022
82629,51040,,2022
21115,66182,,2022
75132,160610,,2022
38161,18000,,2022
56303,98105,,2022
18664,56200,,2022
3871,97165,,2022
33456,105001,,2022
56442,2,,2022
59149,46095,,2022
84284,170903,,2022
36313,113677,,2022
66724,25776,,2022
45865,71511,,2022
48941,80442,,2022
20202,171100,,2022
30461,143532,,2022
56654,148631,,2022
32317,28381,,2022
47506,59506,,2022
60817,1110054,,2022
25979,103135,,2022
77887,170273,,2022
48011,282002,,2022
70756,78001,,2022
28822,70751,,2022
77511,59020,,2022
85937,174485,,2022
74414,76980,,2022
58059,3810,,2022
15747,16182,,2022
40088,1117739,,2022
21604,171050,,2022
73432,263856,,2022
24916,179000,,2022
63548,661450,,2022
82696,229502,,2022
68418,81040,,2022
76853,152512,,2022
68289,110761,,2022
53467,177795,,2022
27855,120000,,2022
31635,24000,,2022
63800,122393,,2022
76899,92100,,2022
62779,302703,,2022
5934,195470,,2022
61579,62600,,2022
12519,194535,,2022
87525,61018,,2022
83035,31200,,2022
23287,191092,,2022
65453,112320,,2022
80632,54000,,2022
16880,150300,,2022
9462,170008,,2022
77394,144136,,2022
44874,16000,,2022
50132,118615,,2022
4088,379037,,2022
36440,116621,,2022
79818,7695,,2022
26627,42465,,2022
64126,21524,,2022
18464,43189,,2022
62274,152805,,2022
82276,294300,,2022
25164,15820,,2022
76347,203647,,2022
67905,21094,,2022
37803,130003,,2022
13502,16052,,2022
36437,661602,,2022
48735,140002,,2022
72656,110350,,2022
38448,26000,,2022
30603,84013,,2022
22758,104611,,2022
81867,51194,,2022
17222,65062,,2022
16378,387811,,2022
69766,113004,,2022
82297,20000,,2022
56666,88290,,2022
74266,4782,,2022
22669,68164,,2022
60376,2,,2022
53641,140210,,2022
78428,113709,,2022
41488,105001,,2022
80513,62856,,2022
32855,89140,,2022
53687,59846,,2022
84099,146961,,2022
20523,215979,,2022
81809,195405,,2022
59371,114000,,2022
77602,271451,,2022
16316,95200,,2022
30671,36843,,2022
41638,57807,,2022
981,34582,,2022
14879,58180,,2022
17853,40008,,2022
67478,11982,,2022
14042,151406,,2022
87235,61000,,2022
41383,38003,,2022
235,47382,,2022
73343,32104,,2022
76651,40109,,2022
64983,35017,,2022
39458,29641,,2022
24962,53965,,2022
29076,37982,,2022
67258,115000,,2022
48984,140015,,2022
60707,107760,,2022
9190,52000,,2022
78370,82602,,2022
73415,112268,,2022
9582,159463,,2022
72821,152500,,2022
9404,121803,,2022
53877,35000,,2022
82377,182000,,2022
33211,124770,,2022
61489,177245,,2022
36414,116159,,2022
10183,76550,,2022
76878,73005,,2022
27115,58001,,2022
85905,48001,,2022
25023,177703,,2022
69553,151400,,2022
23064,58913,,2022
61347,125021,,2022
11039,78000,,2022
18225,97520,,2022
74562,48714,,2022
74473,15000,,2022
84696,276500,,2022
36261,22802,,2022
13241,420725,,2022
75498,41151,,2022
58893,204634,,2022
44454,118213,,2022
67466,32800,,2022
13814,75533,,2022
82314,13200,,2022
67141,26600,,2022
51126,97000,,2022
10309,91751,,2022
11683,77000,,2022
35094,337802,,2022
81209,16100,,2022
61337,92512,,2022
21922,136526,,2022
43800,323501,,2022
88683,190900,,2022
57063,15702,,2022
16253,105709,,2022
34492,13092,,2022
44971,57333,,2022
14923,9876,,2022
76483,76001,,2022
80187,189020,,2022
84408,101997,,2022
3329,101420,,2022
87577,89837,,2022
2090,71633,,2022
20867,110834,,2022
50595,32040,,2022
38186,51495,,2022
51657,71000,,2022
32319,45504,,2022
81817,55000,,2022
85343,100080,,2022
36593,274486,,2022
88314,45082,,2022
62217,1100011,,2022
54048,55400,,2022
3713,562523,,2022
5139,18894,,2022
67775,106002,,2022
56932,175000,,2022
17578,17142,,2022
21760,105000,,2022
42993,29685,,2022
78696,259373,,2022
47126,57154,,2022
80630,174524,,2022
5848,221062,,2022
10423,119006,,2022
23958,68068,,2022
13484,121640,,2022
57104,35000,,2022
63469,53945,,2022
18842,386063,,2022
54213,11632,,2022
63813,49000,,2022
9843,108154,,2022
7453,27506,,2022
29604,339031,,2022
77106,27001,,2022
22742,53799,,2022
32792,258497,,2022
59988,6500,,2022
56174,170851,,2022
83500,158000,,2022
31742,153000,,2022
75726,24001,,2022
48304,202710,,2022
46844,306007,,2022
12075,112267,,2022
13893,107720,,2022
77946,537916,,2022
74834,140100,,2022
81592,153016,,2022
38032,70693,,2022
9813,40800,,2022
17711,53252,,2022
31128,164531,,2022
53307,32260,,2022
65141,29268,,2022
2157,60020,,2022
24638,91079,,2022
78067,236520,,2022
45896,296601,,2022
6578,125000,,2022
81853,33979,,2022
82835,1e+05,,2022
67218,173000,,2022
82619,234371,,2022
52971,51005,,2022
64385,10002,,2022
72807,91500,,2022
17669,28800,,2022
12124,98277,,2022
55015,40000,,2022
69797,9000,,2022
36036,110004,,2022
80857,81628,,2022
47083,146401,,2022
70839,10800,,2022
41314,114901,,2022
35062,44743,,2022
23465,122967,,2022
33828,192295,,2022
10046,43000,,2022
31266,200922,,2022
15601,175874,,2022
38637,38309,,2022
69011,15001,,2022
62333,71277,,2022
2711,174338,,2022
4943,101341,,2022
74605,47361,,2022
69080,28001,,2022
21050,83252,,2022
412,68586,,2022
83869,223008,,2022
59654,170412,,2022
41558,187052,,2022
39076,33289,,2022
13872,22916,,2022
61408,3600,,2022
68212,55202,,2022
86693,111981,,2022
23957,88000,,2022
594,47894,,2022
78133,112925,,2022
47723,112504,,2022
30808,130021,,2022
53626,17382,,2022
47549,63954,,2022
63826,191183,,2022
8444,186862,,2022
38786,115140,,2022
77722,130000,,2022
41426,50022,,2022
17285,140026,,2022
6982,59454,,2022
48075,280331,,2022
58906,99571,,2022
3461,172982,,2022
48631,144047,,2022
28514,139300,,2022
68918,10702,,2022
86834,46069,,2022
11865,50528,,2022
40443,131011,,2022
43897,91002,,2022
149,106735,,2022
31966,18201,,2022
60955,46523,,2022
80669,40000,,2022
51823,91429,,2022
77439,84602,,2022
17530,203072,,2022
18072,39988,,2022
55297,158402,,2022
49709,15647,,2022
8135,72599,,2022
52806,9356,,2022
42680,58404,,2022
16765,15001,,2022
16154,105203,,2022
58467,15140,,2022
30960,126222,,2022
79923,65779,,2022
70386,113087,,2022
83130,32600,,2022
31222,237596,,2022
63637,43800,,2022
37414,12768,,2022
22066,91004,,2022
55648,31200,,2022
21196,60222,,2022
87145,186342,,2022
12932,125803,,2022
12637,114000,,2022
27333,101105,,2022
62129,25000,,2022
42150,61672,,2022
83655,138724,,2022
51760,31250,,2022
1425,876755,,2022
7404,44663,,2022
63218,47383,,2022
22549,17916,,2022
26072,94321,,2022
83259,73214,,2022
16354,240001,,2022
30138,124000,,2022
11153,39600,,2022
28715,55501,,2022
78115,115000,,2022
30359,12023,,2022
75707,84500,,2022
73290,64460,,2022
24072,216541,,2022
84991,55116,,2022
38177,123020,,2022
43299,97271,,2022
88688,179931,,2022
51842,146007,,2022
75821,174657,,2022
70487,240001,,2022
52041,81650,,2022
35973,73000,,2022
81695,186019,,2022
48305,109221,,2022
85012,74505,,2022
31444,49570,,2022
16452,24840,,2022
20668,257742,,2022
67014,7170,,2022
67706,46657,,2022
69479,108628,,2022
27389,56000,,2022
82976,29364,,2022
56315,30901,,2022
2407,75067,,2022
52896,66060,,2022
86547,158770,,2022
11898,129670,,2022
66604,26004,,2022
77392,65003,,2022
43870,37101,,2022
58593,85500,,2022
14884,102292,,2022
63355,111000,,2022
18213,184081,,2022
4204,488908,,2022
48361,30000,,2022
64122,121015,,2022
77958,394804,,2022
79506,82505,,2022
32643,9000,,2022
25733,149207,,2022
50099,80020,,2022
36662,250809,,2022
64292,156010,,2022
72815,151610,,2022
55217,57600,,2022
57546,168500,,2022
87914,31177,,2022
23340,94500,,2022
64920,9900,,2022
85261,357171,,2022
82032,105550,,2022
35898,95218,,2022
37421,75817,,2022
85888,63191,,2022
59703,216926,,2022
68343,16216,,2022
62621,1,,2022
73053,22000,,2022
73244,130910,,2022
67781,56650,,2022
26369,100843,,2022
29262,61855,,2022
68633,157375,,2022
4486,5083,,2022
55250,18600,,2022
32243,170739,,2022
42631,59548,,2022
19781,80280,,2022
18018,36000,,2022
16156,146058,,2022
58240,77000,,2022
1129,141592,,2022
64598,208580,,2022
57819,37542,,2022
36369,65000,,2022
59344,32606,,2022
45293,40012,,2022
48130,60000,,2022
61600,680617,,2022
49504,60031,,2022
3142,94001,,2022
82367,203660,,2022
23644,116941,,2022
51386,29001,,2022
55313,18405,,2022
13605,64002,,2022
33569,690089,,2022
6736,48909,,2022
67425,38092,,2022
1597,6000,,2022
73467,69000,,2022
61859,311652,,2022
22097,61002,,2022
57245,36211,,2022
77446,50000,,2022
9395,85001,,2022
16274,64355,,2022
12667,70811,,2022
20030,200970,,2022
61483,106451,,2022
21988,51049,,2022
74760,310393,,2022
75936,20744,,2022
74399,24000,,2022
36745,65249,,2022
25309,92800,,2022
65909,86000,,2022
66251,114000,,2022
21554,105601,,2022
29504,249059,,2022
26971,58532,,2022
37919,1e+05,,2022
31277,112000,,2022
3650,264274,,2022
17226,292600,,2022
55298,51634,,2022
83393,128269,,2022
24240,180000,,2022
83600,74000,,2022
60330,33500,,2022
43264,19600,,2022
88385,79850,,2022
43793,133246,,2022
19637,112402,,2022
78001,33864,,2022
41289,1,,2022
81908,66004,,2022
56593,18097,,2022
3808,77045,,2022
35891,51474,,2022
87196,117910,,2022
49944,49000,,2022
23953,117857,,2022
11734,102002,,2022
74736,59246,,2022
13245,323709,,2022
52927,166395,,2022
10333,19032,,2022
26599,98518,,2022
51304,68000,,2022
33365,100343,,2022
59819,600104,,2022
19834,70501,,2022
20166,107280,,2022
25251,24705,,2022
76736,35000,,2022
57211,108102,,2022
50389,47818,,2022
66382,149210,,2022
26139,47608,,2022
87431,40841,,2022
69050,60996,,2022
80028,5915,,2022
61856,133715,,2022
1207,65742,,2022
73295,363628,,2022
60605,90539,,2022
80854,58000,,2022
18110,38558,,2022
37144,56000,,2022
17190,106001,,2022
8989,51001,,2022
25106,84083,,2022
49439,244144,,2022
1521,301870,,2022
82162,219142,,2022
68965,128637,,2022
39054,12000,,2022
74555,29989,,2022
55099,23653,,2022
86630,67001,,2022
28829,124522,,2022
7872,9600,,2022
11267,138012,,2022
52862,58911,,2022
57421,32948,,2022
70264,8005,,2022
65423,62960,,2022
18323,152412,,2022
30998,198529,,2022
68108,248692,,2022
43909,35011,,2022
3419,74030,,2022
72563,11000,,2022
1489,127050,,2022
41310,127292,,2022
17387,226054,,2022
27582,117614,,2022
32714,202869,,2022
8454,73432,,2022
25368,42500,,2022
52299,1,,2022
61768,62200,,2022
51657,71000,,2022
69421,53514,,2022
25993,137456,,2022
9984,31008,,2022
23299,105750,,2022
89096,95061,,2022
75392,23412,,2022
36898,239707,,2022
71823,406386,,2022
60734,92474,,2022
41315,100121,,2022
52889,290632,,2022
19831,55127,,2022
40639,97341,,2022
49876,130158,,2022
57872,115577,,2022
32790,107263,,2022
77061,71994,,2022
82146,133078,,2022
7949,66000,,2022
82993,65185,,2022
77687,18560,,2022
19822,237488,,2022
42625,144755,,2022
4167,51150,,2022
32585,40214,,2022
19763,213476,,2022
71941,145740,,2022
6641,30025,,2022
83416,168152,,2022
88242,18732,,2022
11084,90011,,2022
40849,35740,,2022
49653,129300,,2022
18225,97520,,2022
24720,120024,,2022
72622,112000,,2022
78924,255000,,2022
77728,22000,,2022
78034,129601,,2022
29758,168926,,2022
70651,1163412,,2022
32532,125625,,2022
5866,163000,,2022
76754,5580,,2022
79868,118000,,2022
82641,67665,,2022
76034,90000,,2022
77975,17007,,2022
413,110212,,2022
24719,62000,,2022
78398,50441,,2022
13703,95400,,2022
19427,252591,,2022
77608,158129,,2022
78130,49655,,2022
32085,116700,,2022
70477,15420,,2022
88348,41348,,2022
4430,157388,,2022
29868,89038,,2022
65339,38501,,2022
3907,375472,,2022
38386,97202,,2022
27301,75664,,2022
54687,40501,,2022
69417,75701,,2022
80525,10002,,2022
8003,101141,,2022
84923,2240781,,2022
30220,129751,,2022
83605,32712,,2022
901,207312,,2022
19869,9506,,2022
19478,249000,,2022
37811,44001,,2022
44472,13000,,2022
55076,265930,,2022
20300,373070,,2022
28674,243301,,2022
8814,64908,,2022
46322,62021,,2022
86114,372040,,2022
18237,133085,,2022
20986,115102,,2022
87694,157102,,2022
8311,36500,,2022
65759,38000,,2022
6416,75000,,2022
35515,37424,,2022
47347,129000,,2022
67829,76920,,2022
50728,34542,,2022
24396,166500,,2022
21956,58000,,2022
75092,131020,,2022
53445,86012,,2022
53833,183283,,2022
75236,51164,,2022
86097,75000,,2022
47988,156670,,2022
5244,233242,,2022
73356,37000,,2022
28911,11798,,2022
52160,181269,,2022
21498,29520,,2022
13035,254200,,2022
22302,237472,,2022
24433,323311,,2022
42358,43508,,2022
27829,101205,,2022
59713,35500,,2022
86851,89000,,2022
6526,81235,,2022
14673,59452,,2022
41268,285000,,2022
21705,256717,,2022
4399,52800,,2022
40887,6618,,2022
57107,47300,,2022
10847,70000,,2022
32407,136802,,2022
9152,186154,,2022
78203,12847,,2022
41538,164109,,2022
35806,32280,,2022
17130,21000,,2022
60414,71350,,2022
8574,144511,,2022
7470,43181,,2022
20278,148840,,2022
69111,384456,,2022
22826,166180,,2022
80345,30000,,2022
16287,19356,,2022
56832,10102,,2022
40082,4001,,2022
8312,172011,,2022
40391,18000,,2022
43999,69000,,2022
86833,49402,,2022
61265,100037,,2022
12672,56427,,2022
16549,120444,,2022
17107,93634,,2022
41404,139564,,2022
12724,73098,,2022
37747,121050,,2022
20648,132021,,2022
11749,94654,,2022
49438,75572,,2022
33320,173061,,2022
23868,286100,,2022
32492,275102,,2022
35711,115228,,2022
7101,65960,,2022
42086,91084,,2022
31413,311971,,2022
58229,180575,,2022
89063,158116,,2022
57634,22000,,2022
1174,151000,,2022
84229,52515,,2022
